customer_id,first_name,last_name,city,state,signup_date,loyalty_segment
BM-C00065,Sai,Verma,Chennai,Tamil Nadu,2022-04-03,Bronze
BM-C00066,Ayaan,Reddy,Ahmedabad,Gujarat,2022-12-01,Gold
BM-C00067,Ayaan,Reddy,Chennai,Tamil Nadu,2019-03-15,Silver
BM-C00068,Ananya,Iyer,Kolkata,West Bengal,2019-08-04,Gold
BM-C00069,Anika,Nair,Pune,Maharashtra,2024-10-12,Gold
BM-C00070,Vihaan,Iyer,Mumbai,Maharashtra,2020-07-08,Gold
BM-C00071,Vihaan,Mehta,Mumbai,Maharashtra,2022-09-12,Gold
BM-C00072,Saanvi,Mehta,Pune,Maharashtra,2023-05-08,Bronze
BM-C00073,Riya,Reddy,Kolkata,West Bengal,2021-03-02,Bronze
BM-C00074,Aarav,Rao,Kolkata,West Bengal,2023-07-31,Silver
BM-C00075,Saanvi,Verma,Pune,Maharashtra,2024-08-25,Gold
BM-C00076,Ananya,Verma,Lucknow,Uttar Pradesh,2021-07-22,Gold
BM-C00077,Ananya,Nair,Kolkata,West Bengal,2024-12-06,Gold
BM-C00078,Arjun,Reddy,Jaipur,Rajasthan,2022-07-30,Platinum
BM-C00079,Ira,Mehta,Bengaluru,Karnataka,2021-07-24,Platinum
BM-C00080,Aarav,Iyer,Jaipur,Rajasthan,2021-06-10,Silver
BM-C00081,Riya,Mehta,Kolkata,West Bengal,2024-07-27,Gold
BM-C00082,Myra,Singh,Ahmedabad,Gujarat,2024-09-30,Silver
BM-C00083,Pari,Gupta,Jaipur,Rajasthan,2024-08-08,Bronze
BM-C00084,Anika,Mehta,Chennai,Tamil Nadu,2021-11-07,Bronze
BM-C00085,Ishaan,Reddy,Hyderabad,Telangana,2020-09-10,Silver
BM-C00086,Vivaan,Reddy,Mumbai,Maharashtra,2023-01-16,Bronze
BM-C00087,Saanvi,Mehta,Ahmedabad,Gujarat,2020-08-27,Platinum
BM-C00088,Aadhya,Reddy,Ahmedabad,Gujarat,2020-04-03,Bronze
BM-C00089,Saanvi,Reddy,Delhi,Delhi,2020-06-30,Platinum
BM-C00090,Navya,Reddy,Mumbai,Maharashtra,2020-01-13,Platinum
BM-C00091,Myra,Rao,Bengaluru,Karnataka,2023-10-03,Gold
BM-C00092,Ira,Rao,Ahmedabad,Gujarat,2022-08-18,Platinum
BM-C00093,Pari,Singh,Bengaluru,Karnataka,2021-03-16,Silver
BM-C00094,Anika,Singh,Chennai,Tamil Nadu,2024-05-01,Silver
BM-C00095,Myra,Verma,Chennai,Tamil Nadu,2021-06-06,Silver
BM-C00096,Ananya,Patel,Chennai,Tamil Nadu,2023-08-06,Bronze
BM-C00097,Arjun,Reddy,Bengaluru,Karnataka,2022-04-05,Silver
BM-C00098,Aditya,Nair,Hyderabad,Telangana,2022-06-20,Gold
BM-C00099,Myra,Nair,Jaipur,Rajasthan,2019-07-13,Silver
BM-C00100,Aadhya,Mehta,Kolkata,West Bengal,2024-11-30,Bronze
BM-C00101,Aadhya,Singh,Lucknow,Uttar Pradesh,2019-01-19,Gold
BM-C00102,Aadhya,Nair,Chennai,Tamil Nadu,2023-07-31,Silver
BM-C00103,Ayaan,Iyer,Ahmedabad,Gujarat,2022-09-16,Platinum
BM-C00104,Aadhya,Patel,Mumbai,Maharashtra,2024-09-09,Platinum
BM-C00105,Myra,Gupta,Bengaluru,Karnataka,2024-04-17,Bronze
BM-C00106,Riya,Mehta,Kolkata,West Bengal,2024-08-21,Bronze
BM-C00107,Saanvi,Gupta,Delhi,Delhi,2022-12-05,Silver
BM-C00108,Krishna,Nair,Mumbai,Maharashtra,2021-10-14,Silver
BM-C00109,Ananya,Patel,Ahmedabad,Gujarat,2022-03-23,Gold
BM-C00110,Krishna,Verma,Kolkata,West Bengal,2023-01-01,Bronze
BM-C00111,Vivaan,Patel,Jaipur,Rajasthan,2020-11-27,Bronze
BM-C00112,Aarav,Reddy,Mumbai,Maharashtra,2020-09-11,Bronze
BM-C00113,Arjun,Reddy,Lucknow,Uttar Pradesh,2020-01-28,Platinum
BM-C00114,Riya,Reddy,Delhi,Delhi,2022-12-15,Gold
BM-C00115,Sai,Mehta,Pune,Maharashtra,2024-03-01,Bronze
BM-C00116,Ishaan,Verma,Bengaluru,Karnataka,2023-12-03,Bronze
BM-C00117,Riya,Nair,Chennai,Tamil Nadu,2022-05-17,Silver
BM-C00118,Riya,Reddy,Delhi,Delhi,2019-11-13,Gold
BM-C00119,Vihaan,Mehta,Lucknow,Uttar Pradesh,2019-05-08,Gold
BM-C00120,Saanvi,Patel,Jaipur,Rajasthan,2019-08-03,Gold
BM-C00121,Saanvi,Singh,Mumbai,Maharashtra,2019-11-24,Platinum
BM-C00122,Myra,Gupta,Pune,Maharashtra,2022-09-15,Silver
BM-C00123,Krishna,Mehta,Jaipur,Rajasthan,2023-07-31,Platinum
BM-C00124,Saanvi,Mehta,Ahmedabad,Gujarat,2021-04-13,Gold
BM-C00125,Aditya,Iyer,Hyderabad,Telangana,2022-11-01,Silver
BM-C00126,Riya,Mehta,Ahmedabad,Gujarat,2024-09-06,Platinum
BM-C00127,Aarav,Singh,Pune,Maharashtra,2021-10-06,Silver
BM-C00128,Reyansh,Patel,Ahmedabad,Gujarat,2021-03-13,Gold
BM-C00129,Ira,Iyer,Chennai,Tamil Nadu,2023-09-23,Bronze
BM-C00130,Reyansh,Verma,Jaipur,Rajasthan,2021-01-19,Platinum
BM-C00131,Navya,Reddy,Ahmedabad,Gujarat,2024-11-15,Platinum
BM-C00132,Myra,Sharma,Ahmedabad,Gujarat,2019-10-17,Gold
BM-C00133,Aadhya,Reddy,Hyderabad,Telangana,2021-08-09,Gold
BM-C00134,Navya,Rao,Ahmedabad,Gujarat,2021-12-04,Platinum
BM-C00135,Ananya,Patel,Jaipur,Rajasthan,2024-12-23,Platinum
BM-C00136,Ishaan,Iyer,Chennai,Tamil Nadu,2020-12-17,Bronze
BM-C00137,Ananya,Verma,Hyderabad,Telangana,2023-07-23,Silver
BM-C00138,Reyansh,Singh,Hyderabad,Telangana,2021-05-09,Gold
BM-C00139,Reyansh,Iyer,Delhi,Delhi,2020-12-07,Gold
BM-C00140,Ishaan,Sharma,Bengaluru,Karnataka,2023-07-18,Silver
BM-C00141,Vivaan,Sharma,Chennai,Tamil Nadu,2023-09-16,Gold
BM-C00142,Pari,Verma,Bengaluru,Karnataka,2019-02-08,Gold
BM-C00143,Pari,Singh,Ahmedabad,Gujarat,2021-11-24,Silver
BM-C00144,Krishna,Singh,Mumbai,Maharashtra,2019-12-21,Bronze
BM-C00145,Pari,Verma,Kolkata,West Bengal,2023-11-28,Bronze
BM-C00146,Arjun,Mehta,Bengaluru,Karnataka,2021-08-01,Bronze
BM-C00147,Vihaan,Rao,Hyderabad,Telangana,2022-07-17,Silver
BM-C00148,Aadhya,Singh,Jaipur,Rajasthan,2022-10-07,Gold
BM-C00149,Saanvi,Iyer,Lucknow,Uttar Pradesh,2023-11-02,Bronze
BM-C00150,Vihaan,Reddy,Lucknow,Uttar Pradesh,2024-04-27,Silver
BM-C00151,Aditya,Gupta,Chennai,Tamil Nadu,2021-01-15,Silver
BM-C00152,Aditya,Gupta,Jaipur,Rajasthan,2019-01-09,Platinum
BM-C00153,Ira,Singh,Ahmedabad,Gujarat,2021-06-23,Bronze
BM-C00154,Ishaan,Iyer,Hyderabad,Telangana,2024-12-24,Platinum
BM-C00155,Ayaan,Iyer,Delhi,Delhi,2024-04-25,Silver
BM-C00156,Vihaan,Rao,Kolkata,West Bengal,2020-11-29,Silver
BM-C00157,Arjun,Verma,Chennai,Tamil Nadu,2019-07-05,Silver
BM-C00158,Ira,Mehta,Chennai,Tamil Nadu,2021-06-15,Platinum
BM-C00159,Myra,Iyer,Delhi,Delhi,2024-12-13,Platinum
BM-C00160,Anika,Rao,Chennai,Tamil Nadu,2023-03-15,Platinum
BM-C00161,Ira,Sharma,Delhi,Delhi,2022-09-04,Gold
BM-C00162,Krishna,Sharma,Lucknow,Uttar Pradesh,2019-10-11,Silver
BM-C00163,Riya,Sharma,Lucknow,Uttar Pradesh,2024-09-19,Gold
BM-C00164,Vivaan,Gupta,Lucknow,Uttar Pradesh,2023-01-01,Platinum
BM-C00165,Sai,Mehta,Chennai,Tamil Nadu,2022-09-16,Platinum
BM-C00166,Pari,Patel,Delhi,Delhi,2022-06-22,Gold
BM-C00167,Vihaan,Gupta,Pune,Maharashtra,2021-10-21,Platinum
BM-C00168,Ishaan,Nair,Ahmedabad,Gujarat,2023-09-06,Bronze
BM-C00169,Aditya,Patel,Ahmedabad,Gujarat,2021-02-23,Gold
BM-C00170,Aadhya,Rao,Delhi,Delhi,2019-01-04,Platinum
BM-C00171,Vivaan,Reddy,Kolkata,West Bengal,2023-05-30,Gold
BM-C00172,Pari,Singh,Lucknow,Uttar Pradesh,2019-06-10,Silver
BM-C00173,Navya,Gupta,Chennai,Tamil Nadu,2021-06-13,Platinum
BM-C00174,Vihaan,Sharma,Ahmedabad,Gujarat,2024-05-11,Silver
BM-C00175,Ishaan,Rao,Bengaluru,Karnataka,2019-02-12,Platinum
BM-C00176,Ayaan,Verma,Delhi,Delhi,2022-12-04,Bronze
BM-C00177,Pari,Iyer,Bengaluru,Karnataka,2023-05-01,Gold
BM-C00178,Pari,Singh,Kolkata,West Bengal,2021-01-27,Platinum
BM-C00179,Arjun,Nair,Jaipur,Rajasthan,2020-08-15,Silver
BM-C00180,Krishna,Nair,Delhi,Delhi,2021-11-21,Gold
BM-C00181,Ishaan,Iyer,Mumbai,Maharashtra,2023-12-29,Platinum
BM-C00182,Myra,Rao,Bengaluru,Karnataka,2023-02-13,Gold
BM-C00183,Navya,Rao,Pune,Maharashtra,2022-03-17,Platinum
BM-C00184,Reyansh,Reddy,Pune,Maharashtra,2023-11-12,Platinum
BM-C00185,Saanvi,Sharma,Hyderabad,Telangana,2021-09-15,Platinum
BM-C00186,Aadhya,Gupta,Kolkata,West Bengal,2023-03-19,Bronze
BM-C00187,Anika,Mehta,Bengaluru,Karnataka,2021-10-28,Bronze
BM-C00188,Vihaan,Rao,Ahmedabad,Gujarat,2022-11-20,Bronze
BM-C00189,Saanvi,Gupta,Bengaluru,Karnataka,2019-08-21,Platinum
BM-C00190,Ananya,Mehta,Chennai,Tamil Nadu,2024-11-22,Platinum
BM-C00191,Ananya,Rao,Delhi,Delhi,2022-03-26,Gold
BM-C00192,Navya,Sharma,Ahmedabad,Gujarat,2024-04-02,Bronze
BM-C00193,Ishaan,Reddy,Hyderabad,Telangana,2019-10-08,Platinum
BM-C00194,Vihaan,Singh,Delhi,Delhi,2020-05-31,Gold
BM-C00195,Vivaan,Patel,Mumbai,Maharashtra,2019-06-24,Gold
BM-C00196,Diya,Nair,Pune,Maharashtra,2020-03-28,Silver
BM-C00197,Saanvi,Mehta,Jaipur,Rajasthan,2024-10-19,Silver
BM-C00198,Sai,Verma,Bengaluru,Karnataka,2024-03-08,Platinum
BM-C00199,Ayaan,Singh,Lucknow,Uttar Pradesh,2023-12-17,Silver
BM-C00200,Myra,Iyer,Hyderabad,Telangana,2022-11-28,Gold
BM-C00201,Myra,Iyer,Mumbai,Maharashtra,2024-10-06,Silver
BM-C00202,Myra,Patel,Delhi,Delhi,2023-12-31,Gold
BM-C00203,Krishna,Singh,Kolkata,West Bengal,2021-07-27,Silver
BM-C00204,Pari,Verma,Kolkata,West Bengal,2021-01-06,Platinum
BM-C00205,Diya,Mehta,Lucknow,Uttar Pradesh,2021-07-08,Gold
BM-C00206,Aadhya,Iyer,Mumbai,Maharashtra,2019-01-26,Bronze
BM-C00207,Pari,Iyer,Lucknow,Uttar Pradesh,2020-12-15,Gold
BM-C00208,Reyansh,Mehta,Hyderabad,Telangana,2021-02-17,Silver
BM-C00209,Vivaan,Iyer,Delhi,Delhi,2022-10-01,Bronze
BM-C00210,Diya,Gupta,Lucknow,Uttar Pradesh,2019-10-08,Gold
BM-C00211,Saanvi,Gupta,Pune,Maharashtra,2020-09-15,Silver
BM-C00212,Diya,Rao,Jaipur,Rajasthan,2023-04-09,Gold
BM-C00213,Krishna,Singh,Bengaluru,Karnataka,2021-07-05,Gold
BM-C00214,Myra,Verma,Delhi,Delhi,2020-03-13,Silver
BM-C00215,Navya,Patel,Kolkata,West Bengal,2019-10-08,Platinum
BM-C00216,Krishna,Rao,Mumbai,Maharashtra,2020-01-19,Platinum
BM-C00217,Krishna,Mehta,Pune,Maharashtra,2022-03-29,Gold
BM-C00218,Ayaan,Singh,Delhi,Delhi,2019-03-19,Gold
BM-C00219,Ayaan,Verma,Lucknow,Uttar Pradesh,2024-05-28,Platinum
BM-C00220,Saanvi,Verma,Chennai,Tamil Nadu,2020-03-10,Bronze
BM-C00221,Ishaan,Singh,Mumbai,Maharashtra,2019-12-27,Bronze
BM-C00222,Navya,Gupta,Hyderabad,Telangana,2022-04-22,Platinum
BM-C00223,Navya,Nair,Pune,Maharashtra,2023-12-30,Silver
BM-C00224,Vihaan,Singh,Kolkata,West Bengal,2024-03-27,Platinum
BM-C00225,Vivaan,Patel,Chennai,Tamil Nadu,2020-11-06,Platinum
BM-C00226,Ayaan,Patel,Ahmedabad,Gujarat,2019-11-05,Gold
BM-C00227,Diya,Sharma,Jaipur,Rajasthan,2022-05-21,Gold
BM-C00228,Vihaan,Singh,Hyderabad,Telangana,2019-10-12,Silver
BM-C00229,Aarav,Sharma,Lucknow,Uttar Pradesh,2021-11-02,Silver
BM-C00230,Riya,Reddy,Bengaluru,Karnataka,2019-08-02,Silver
BM-C00231,Reyansh,Reddy,Lucknow,Uttar Pradesh,2021-10-17,Silver
BM-C00232,Aarav,Iyer,Lucknow,Uttar Pradesh,2020-03-25,Silver
BM-C00233,Krishna,Gupta,Jaipur,Rajasthan,2019-12-08,Bronze
BM-C00234,Aarav,Patel,Bengaluru,Karnataka,2021-01-09,Gold
BM-C00235,Sai,Iyer,Mumbai,Maharashtra,2019-06-12,Silver
BM-C00236,Anika,Verma,Kolkata,West Bengal,2019-07-17,Platinum
BM-C00237,Diya,Rao,Ahmedabad,Gujarat,2024-01-19,Bronze
BM-C00238,Anika,Reddy,Ahmedabad,Gujarat,2024-03-26,Bronze
BM-C00239,Ishaan,Singh,Jaipur,Rajasthan,2024-06-21,Bronze
BM-C00240,Pari,Nair,Mumbai,Maharashtra,2022-08-17,Bronze
BM-C00241,Myra,Verma,Ahmedabad,Gujarat,2019-09-09,Gold
BM-C00242,Arjun,Verma,Lucknow,Uttar Pradesh,2020-01-28,Gold
BM-C00243,Riya,Rao,Lucknow,Uttar Pradesh,2021-10-07,Platinum
BM-C00244,Anika,Iyer,Lucknow,Uttar Pradesh,2022-11-10,Platinum
BM-C00245,Vihaan,Rao,Delhi,Delhi,2020-10-30,Platinum
BM-C00246,Ayaan,Nair,Ahmedabad,Gujarat,2021-11-19,Platinum
BM-C00247,Saanvi,Verma,Kolkata,West Bengal,2021-08-29,Platinum
BM-C00248,Krishna,Patel,Pune,Maharashtra,2020-04-19,Platinum
BM-C00249,Aditya,Verma,Delhi,Delhi,2019-10-17,Platinum
BM-C00250,Diya,Gupta,Delhi,Delhi,2023-09-25,Bronze
BM-C00251,Navya,Rao,Lucknow,Uttar Pradesh,2021-10-21,Bronze
BM-C00252,Diya,Nair,Kolkata,West Bengal,2019-06-09,Gold
BM-C00253,Ishaan,Patel,Lucknow,Uttar Pradesh,2019-11-18,Silver
BM-C00254,Pari,Reddy,Bengaluru,Karnataka,2019-12-03,Gold
BM-C00255,Diya,Verma,Jaipur,Rajasthan,2021-05-15,Silver
BM-C00256,Navya,Mehta,Kolkata,West Bengal,2024-03-21,Bronze
BM-C00257,Krishna,Sharma,Lucknow,Uttar Pradesh,2020-07-14,Gold
BM-C00258,Ananya,Patel,Chennai,Tamil Nadu,2019-01-19,Silver
BM-C00259,Riya,Nair,Bengaluru,Karnataka,2019-08-05,Silver
BM-C00260,Aditya,Rao,Mumbai,Maharashtra,2020-10-30,Platinum
BM-C00261,Myra,Patel,Kolkata,West Bengal,2020-05-04,Gold
BM-C00262,Ananya,Mehta,Chennai,Tamil Nadu,2024-01-27,Bronze
BM-C00263,Arjun,Gupta,Mumbai,Maharashtra,2024-04-03,Bronze
BM-C00264,Krishna,Singh,Delhi,Delhi,2024-08-18,Platinum
BM-C00265,Ira,Singh,Ahmedabad,Gujarat,2022-07-10,Gold
BM-C00266,Anika,Verma,Hyderabad,Telangana,2021-12-08,Platinum
BM-C00267,Ishaan,Mehta,Delhi,Delhi,2023-02-20,Gold
BM-C00268,Ayaan,Nair,Mumbai,Maharashtra,2024-02-06,Bronze
BM-C00269,Reyansh,Iyer,Mumbai,Maharashtra,2020-10-18,Silver
BM-C00270,Ishaan,Patel,Chennai,Tamil Nadu,2020-01-08,Bronze
BM-C00271,Saanvi,Gupta,Ahmedabad,Gujarat,2020-02-06,Platinum
BM-C00272,Ayaan,Rao,Jaipur,Rajasthan,2023-10-02,Gold
BM-C00273,Aadhya,Sharma,Delhi,Delhi,2022-09-17,Bronze
BM-C00274,Aditya,Patel,Ahmedabad,Gujarat,2023-11-24,Platinum
BM-C00275,Aadhya,Nair,Lucknow,Uttar Pradesh,2021-06-18,Bronze
BM-C00276,Aarav,Patel,Kolkata,West Bengal,2020-06-17,Platinum
BM-C00277,Aditya,Nair,Pune,Maharashtra,2019-11-25,Silver
BM-C00278,Riya,Nair,Kolkata,West Bengal,2023-06-16,Bronze
BM-C00279,Ishaan,Patel,Kolkata,West Bengal,2020-11-19,Gold
BM-C00280,Aditya,Rao,Bengaluru,Karnataka,2024-05-21,Bronze
BM-C00281,Anika,Reddy,Jaipur,Rajasthan,2021-12-21,Gold
BM-C00282,Ayaan,Verma,Bengaluru,Karnataka,2020-03-30,Gold
BM-C00283,Sai,Mehta,Hyderabad,Telangana,2020-04-19,Bronze
BM-C00284,Pari,Singh,Bengaluru,Karnataka,2023-10-18,Platinum
BM-C00285,Ira,Patel,Lucknow,Uttar Pradesh,2024-05-02,Gold
BM-C00286,Myra,Verma,Bengaluru,Karnataka,2022-12-27,Platinum
BM-C00287,Krishna,Mehta,Chennai,Tamil Nadu,2019-06-24,Gold
BM-C00288,Aditya,Iyer,Jaipur,Rajasthan,2022-12-05,Platinum
BM-C00289,Vivaan,Patel,Mumbai,Maharashtra,2021-06-10,Bronze
BM-C00290,Ira,Mehta,Delhi,Delhi,2023-04-25,Platinum
BM-C00291,Riya,Rao,Ahmedabad,Gujarat,2019-05-08,Platinum
BM-C00292,Reyansh,Patel,Lucknow,Uttar Pradesh,2024-02-23,Platinum
BM-C00293,Arjun,Sharma,Jaipur,Rajasthan,2022-10-31,Bronze
BM-C00294,Aditya,Rao,Pune,Maharashtra,2024-06-30,Silver
BM-C00295,Ayaan,Singh,Mumbai,Maharashtra,2022-09-27,Silver
BM-C00296,Diya,Iyer,Pune,Maharashtra,2022-04-18,Platinum
BM-C00297,Ira,Sharma,Pune,Maharashtra,2024-05-14,Gold
BM-C00298,Ananya,Verma,Delhi,Delhi,2023-09-30,Platinum
BM-C00299,Krishna,Mehta,Chennai,Tamil Nadu,2020-04-12,Gold
BM-C00300,Riya,Gupta,Delhi,Delhi,2021-12-22,Gold
BM-C00301,Arjun,Mehta,Kolkata,West Bengal,2019-09-21,Gold
BM-C00302,Aadhya,Patel,Jaipur,Rajasthan,2020-02-02,Bronze
BM-C00303,Anika,Patel,Kolkata,West Bengal,2019-02-26,Gold
BM-C00304,Sai,Reddy,Chennai,Tamil Nadu,2021-11-27,Platinum
BM-C00305,Ayaan,Gupta,Hyderabad,Telangana,2020-04-26,Bronze
BM-C00306,Vihaan,Rao,Chennai,Tamil Nadu,2023-08-05,Bronze
BM-C00307,Ira,Gupta,Pune,Maharashtra,2024-01-30,Platinum
BM-C00308,Sai,Gupta,Bengaluru,Karnataka,2024-11-22,Silver
BM-C00309,Vivaan,Nair,Ahmedabad,Gujarat,2022-02-05,Silver
BM-C00310,Ira,Iyer,Ahmedabad,Gujarat,2022-10-26,Silver
BM-C00311,Ayaan,Iyer,Jaipur,Rajasthan,2022-12-28,Silver
BM-C00312,Riya,Singh,Pune,Maharashtra,2022-12-05,Gold
BM-C00313,Anika,Rao,Kolkata,West Bengal,2022-07-24,Silver
BM-C00314,Ira,Gupta,Hyderabad,Telangana,2021-02-15,Bronze
BM-C00315,Diya,Rao,Ahmedabad,Gujarat,2019-11-15,Bronze
BM-C00316,Aditya,Gupta,Chennai,Tamil Nadu,2021-04-27,Platinum
BM-C00317,Arjun,Nair,Jaipur,Rajasthan,2019-10-12,Silver
BM-C00318,Diya,Sharma,Ahmedabad,Gujarat,2022-07-13,Bronze
BM-C00319,Anika,Patel,Kolkata,West Bengal,2021-01-02,Platinum
BM-C00320,Diya,Reddy,Delhi,Delhi,2019-03-29,Gold
BM-C00321,Ananya,Gupta,Delhi,Delhi,2020-03-03,Bronze
BM-C00322,Pari,Gupta,Chennai,Tamil Nadu,2022-12-28,Platinum
BM-C00323,Aarav,Verma,Lucknow,Uttar Pradesh,2019-03-01,Gold
BM-C00324,Arjun,Rao,Hyderabad,Telangana,2024-03-06,Platinum
BM-C00325,Ishaan,Reddy,Delhi,Delhi,2021-07-24,Bronze
BM-C00326,Ayaan,Nair,Mumbai,Maharashtra,2024-06-08,Platinum
BM-C00327,Vihaan,Singh,Delhi,Delhi,2024-01-29,Bronze
BM-C00328,Riya,Reddy,Jaipur,Rajasthan,2020-03-22,Gold
BM-C00329,Aarav,Mehta,Kolkata,West Bengal,2022-01-01,Silver
BM-C00330,Saanvi,Gupta,Lucknow,Uttar Pradesh,2024-08-26,Bronze
BM-C00331,Diya,Verma,Jaipur,Rajasthan,2023-06-23,Bronze
BM-C00332,Pari,Sharma,Kolkata,West Bengal,2024-05-28,Platinum
BM-C00333,Krishna,Sharma,Pune,Maharashtra,2022-01-14,Bronze
BM-C00334,Ayaan,Verma,Pune,Maharashtra,2023-12-13,Gold
BM-C00335,Vivaan,Patel,Bengaluru,Karnataka,2023-08-24,Gold
BM-C00336,Myra,Singh,Bengaluru,Karnataka,2024-05-16,Silver
BM-C00337,Aditya,Singh,Bengaluru,Karnataka,2019-04-25,Gold
BM-C00338,Vivaan,Reddy,Hyderabad,Telangana,2019-05-11,Gold
BM-C00339,Anika,Nair,Chennai,Tamil Nadu,2023-08-15,Platinum
BM-C00340,Vivaan,Reddy,Chennai,Tamil Nadu,2021-06-07,Gold
BM-C00341,Ananya,Iyer,Mumbai,Maharashtra,2020-01-22,Gold
